gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Imm.DAM.0	Imm.DAM.1	Imm.Interferon.0	Imm.M0Like.0	Imm.M0Like.1	Imm.M0Like.2	Imm.MHCII.0	Imm.PVM.0	Imm.Proliferative.0	MeV.ECM.0	MeV.ECM.1	MeV.ECM.2	MeV.EndoUnknowed.4	MeV.Endothelial.0	MeV.Endothelial.1	MeV.Endothelial.2	MeV.Endothelial.3	MeV.EpithelialECad.0	MeV.Fib.0	MeV.Fib.1	MeV.Fib.2	MeV.Fib.3	MeV.Fib.4	MeV.Fib.5	MeV.Fib.6	MeV.FibCD34.7	MeV.FibProlif.0	MeV.FibUnknown.8	MeV.ImmuneDoublets.0	MeV.LowQuality.0	MeV.Pericytes.0	MeV.SMC.0	MeV.VLMC.0	MeV.VLMC.1	Neu.CSFcN.0	Neu.Epend.0
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0067	0.0088	0.0037	0.0	0.0077	0.018	0.0	0.007	0.0	0.0	0.0	0.0	0.0088	0.0	0.0	0.0044	0.0078	0.0125	0.0
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0067	0.0088	0.0037	0.0	0.0077	0.018	0.0	0.007	0.0	0.0	0.0	0.0	0.0088	0.0	0.0	0.0044	0.0078	0.0125	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC07611BF54	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0072	0.0056	0.0	0.0075	0.0	0.005	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.009	0.0078	0.0139	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC07323E253	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0072	0.0056	0.0	0.0075	0.0	0.005	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.009	0.0078	0.0139	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0072	0.0056	0.0	0.0075	0.0	0.005	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.009	0.0078	0.0139	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0072	0.0056	0.0	0.0075	0.0	0.005	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.009	0.0078	0.0139	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0072	0.0056	0.0	0.0075	0.0	0.005	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.009	0.0078	0.0139	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0072	0.0056	0.0	0.0075	0.0	0.005	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.009	0.0078	0.0139	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC07611BF54	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0072	0.0056	0.0	0.0075	0.0	0.005	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.009	0.0078	0.0139	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC07323E253	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0072	0.0056	0.0	0.0075	0.0	0.005	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.009	0.0078	0.0139	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0072	0.0056	0.0	0.0075	0.0	0.005	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.009	0.0078	0.0139	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0072	0.0056	0.0	0.0075	0.0	0.005	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.009	0.0078	0.0139	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0072	0.0056	0.0	0.0075	0.0	0.005	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.009	0.0078	0.0139	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0072	0.0056	0.0	0.0075	0.0	0.005	0.0	0.0	0.0	0.0	0.0102	0.0	0.0	0.009	0.0078	0.0139	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0037	0.0	0.0	0.0075	0.0	0.005	0.0297	0.0	0.0	0.0	0.0088	0.0	0.0	0.0044	0.0078	0.0125	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0300AB2DF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0037	0.0	0.0	0.0075	0.0	0.005	0.0297	0.0	0.0	0.0	0.0088	0.0	0.0	0.0044	0.0078	0.0125	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC02D192370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0037	0.0	0.0	0.0075	0.0	0.005	0.0297	0.0	0.0	0.0	0.0088	0.0	0.0	0.0044	0.0078	0.0125	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC057B323A5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0037	0.0	0.0	0.0075	0.0	0.005	0.0297	0.0	0.0	0.0	0.0088	0.0	0.0	0.0044	0.0078	0.0125	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC08375F742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0037	0.0	0.0	0.0075	0.0	0.005	0.0297	0.0	0.0	0.0	0.0088	0.0	0.0	0.0044	0.0078	0.0125	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0E62974F4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0037	0.0	0.0	0.0075	0.0	0.005	0.0297	0.0	0.0	0.0	0.0088	0.0	0.0	0.0044	0.0078	0.0125	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0037	0.0	0.0	0.0075	0.0	0.005	0.0297	0.0	0.0	0.0	0.0088	0.0	0.0	0.0044	0.0078	0.0125	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0300AB2DF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0037	0.0	0.0	0.0075	0.0	0.005	0.0297	0.0	0.0	0.0	0.0088	0.0	0.0	0.0044	0.0078	0.0125	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC02D192370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0037	0.0	0.0	0.0075	0.0	0.005	0.0297	0.0	0.0	0.0	0.0088	0.0	0.0	0.0044	0.0078	0.0125	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC057B323A5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0037	0.0	0.0	0.0075	0.0	0.005	0.0297	0.0	0.0	0.0	0.0088	0.0	0.0	0.0044	0.0078	0.0125	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC08375F742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0037	0.0	0.0	0.0075	0.0	0.005	0.0297	0.0	0.0	0.0	0.0088	0.0	0.0	0.0044	0.0078	0.0125	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0E62974F4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0037	0.0	0.0	0.0075	0.0	0.005	0.0297	0.0	0.0	0.0	0.0088	0.0	0.0	0.0044	0.0078	0.0125	0.0
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC0010C54C6	0.0233	0.0348	0.0549	0.0284	0.0284	0.0196	0.0403	0.0193	0.0	0.6003	0.8594	1.5073	0.1008	0.0165	0.0848	0.053	0.0452	0.0468	0.6153	0.7219	0.7803	1.0496	0.3293	0.2441	0.0554	0.1031	0.6052	0.2962	0.2219	0.2688	0.1132	0.1268	0.2769	0.1893	0.0121	0.1903
ALDH1A1	P00352	True	AL1A1_HUMAN	atRetinoicAcid_byALDH1A1	CPI-CC048F01E8D	0.0233	0.0348	0.0549	0.0284	0.0284	0.0196	0.0403	0.0193	0.0	0.6003	0.8594	1.5073	0.1008	0.0165	0.0848	0.053	0.0452	0.0468	0.6153	0.7219	0.7803	1.0496	0.3293	0.2441	0.0554	0.1031	0.6052	0.2962	0.2219	0.2688	0.1132	0.1268	0.2769	0.1893	0.0121	0.1903
