gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	Imm.DAM.0	Imm.DAM.1	Imm.Interferon.0	Imm.M0Like.0	Imm.M0Like.1	Imm.M0Like.2	Imm.MHCII.0	Imm.NA	Imm.PVM.0	Imm.Proliferative.0	MeV.ECM.0	MeV.ECM.1	MeV.ECM.2	MeV.EndoUnknowed.4	MeV.Endothelial.0	MeV.Endothelial.1	MeV.Endothelial.2	MeV.Endothelial.3	MeV.EpithelialECad.0	MeV.Fib.0	MeV.Fib.1	MeV.Fib.2	MeV.Fib.3	MeV.Fib.4	MeV.Fib.5	MeV.Fib.6	MeV.FibCD34.7	MeV.FibProlif.0	MeV.FibUnknown.8	MeV.ImmuneDoublets.0	MeV.LowQuality.0	MeV.NA	MeV.Pericytes.0	MeV.SMC.0	MeV.VLMC.0	MeV.VLMC.1	Neu.CSFcN.0	Neu.Epend.0
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC028D7588F	INHBA	0.0	0.0075	0.0	0.0024	0.0	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0638	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0232	0.0089	0.0101	0.0168
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	INHBA	0.0	0.0075	0.0	0.0024	0.0	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0638	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0232	0.0089	0.0101	0.0168
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0E6BCEC26	INHBA	0.0	0.0075	0.0	0.0024	0.0	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0638	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0232	0.0089	0.0101	0.0168
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	INHBA	0.0	0.0075	0.0	0.0024	0.0	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0638	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0232	0.0089	0.0101	0.0168
INHBA	P08476	True	INHBA_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	INHBA	0.0	0.0075	0.0	0.0024	0.0	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0638	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0232	0.0089	0.0101	0.0168
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0AFC21177	INHBB	0.0	0.0075	0.0	0.0024	0.0	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0638	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0232	0.0089	0.0101	0.0168
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC028D7588F	INHBB	0.0	0.0075	0.0	0.0024	0.0	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0638	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0232	0.0089	0.0101	0.0168
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0288FD89F	INHBB	0.0	0.0075	0.0	0.0024	0.0	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0638	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0232	0.0089	0.0101	0.0168
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0E6BCEC26	INHBB	0.0	0.0075	0.0	0.0024	0.0	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0638	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0232	0.0089	0.0101	0.0168
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC0021FE823	INHBB	0.0	0.0075	0.0	0.0024	0.0	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0638	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0232	0.0089	0.0101	0.0168
INHBB	P09529	True	INHBB_HUMAN	Activin_ligand_ab	CPI-CC00485C63D	INHBB	0.0	0.0075	0.0	0.0024	0.0	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0638	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0232	0.0089	0.0101	0.0168
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC07611BF54	INHBA	0.0	0.0	0.0	0.0047	0.0082	0.009	0.0	0.0	0.0	0.0	0.0111	0.0036	0.0	0.0	0.0	0.0	0.0041	0.0114	0.0139	0.017	0.0157	0.0146	0.0044	0.0426	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0179	0.0202	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC07323E253	INHBA	0.0	0.0	0.0	0.0047	0.0082	0.009	0.0	0.0	0.0	0.0	0.0111	0.0036	0.0	0.0	0.0	0.0	0.0041	0.0114	0.0139	0.017	0.0157	0.0146	0.0044	0.0426	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0179	0.0202	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	INHBA	0.0	0.0	0.0	0.0047	0.0082	0.009	0.0	0.0	0.0	0.0	0.0111	0.0036	0.0	0.0	0.0	0.0	0.0041	0.0114	0.0139	0.017	0.0157	0.0146	0.0044	0.0426	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0179	0.0202	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	INHBA	0.0	0.0	0.0	0.0047	0.0082	0.009	0.0	0.0	0.0	0.0	0.0111	0.0036	0.0	0.0	0.0	0.0	0.0041	0.0114	0.0139	0.017	0.0157	0.0146	0.0044	0.0426	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0179	0.0202	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	INHBA	0.0	0.0	0.0	0.0047	0.0082	0.009	0.0	0.0	0.0	0.0	0.0111	0.0036	0.0	0.0	0.0	0.0	0.0041	0.0114	0.0139	0.017	0.0157	0.0146	0.0044	0.0426	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0179	0.0202	0.0
INHBA	P08476	True	INHBA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	INHBA	0.0	0.0	0.0	0.0047	0.0082	0.009	0.0	0.0	0.0	0.0	0.0111	0.0036	0.0	0.0	0.0	0.0	0.0041	0.0114	0.0139	0.017	0.0157	0.0146	0.0044	0.0426	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0179	0.0202	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC07611BF54	INHA	0.0	0.0	0.0	0.0047	0.0082	0.009	0.0	0.0	0.0	0.0	0.0111	0.0036	0.0	0.0	0.0	0.0	0.0041	0.0114	0.0139	0.017	0.0157	0.0146	0.0044	0.0426	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0179	0.0202	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC07323E253	INHA	0.0	0.0	0.0	0.0047	0.0082	0.009	0.0	0.0	0.0	0.0	0.0111	0.0036	0.0	0.0	0.0	0.0	0.0041	0.0114	0.0139	0.017	0.0157	0.0146	0.0044	0.0426	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0179	0.0202	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0FA8B4931	INHA	0.0	0.0	0.0	0.0047	0.0082	0.009	0.0	0.0	0.0	0.0	0.0111	0.0036	0.0	0.0	0.0	0.0	0.0041	0.0114	0.0139	0.017	0.0157	0.0146	0.0044	0.0426	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0179	0.0202	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC04553E312	INHA	0.0	0.0	0.0	0.0047	0.0082	0.009	0.0	0.0	0.0	0.0	0.0111	0.0036	0.0	0.0	0.0	0.0	0.0041	0.0114	0.0139	0.017	0.0157	0.0146	0.0044	0.0426	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0179	0.0202	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0BDA1C176	INHA	0.0	0.0	0.0	0.0047	0.0082	0.009	0.0	0.0	0.0	0.0	0.0111	0.0036	0.0	0.0	0.0	0.0	0.0041	0.0114	0.0139	0.017	0.0157	0.0146	0.0044	0.0426	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0179	0.0202	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_A	CPI-CC0C1E0C4B7	INHA	0.0	0.0	0.0	0.0047	0.0082	0.009	0.0	0.0	0.0	0.0	0.0111	0.0036	0.0	0.0	0.0	0.0	0.0041	0.0114	0.0139	0.017	0.0157	0.0146	0.0044	0.0426	0.0	0.0119	0.0	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0179	0.0202	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	INHBB	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0426	0.0	0.0119	0.0185	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0089	0.0101	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0300AB2DF	INHBB	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0426	0.0	0.0119	0.0185	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0089	0.0101	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC02D192370	INHBB	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0426	0.0	0.0119	0.0185	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0089	0.0101	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC057B323A5	INHBB	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0426	0.0	0.0119	0.0185	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0089	0.0101	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC08375F742	INHBB	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0426	0.0	0.0119	0.0185	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0089	0.0101	0.0
INHBB	P09529	True	INHBB_HUMAN	Inhibin_ligand_B	CPI-CC0E62974F4	INHBB	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0426	0.0	0.0119	0.0185	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0089	0.0101	0.0
INHA	P05111	True	INHA_HUMAN	Inhibin_ligand_B	CPI-CC0AD71E0D3	INHA	0.0	0.0	0.0	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0139	0.0114	0.0078	0.0	0.0044	0.0426	0.0	0.0119	0.0185	0.0	0.004	0.0	0.0147	0.0	0.0053	0.0	0.0116	0.0089	0.0101	0.0
